Task Name,Priority,Owner,Custom Status,% Completed,Tags,Work hours,Start Date,Due Date,Milestone Name,Predecessors,Successors
CR19 | Webflow Embed Block for Categories,Medium,"Paul McAvoy, Alex Warner",Backlog,0,"""Change request""",00:00,,,Post Launch Tasks,,
CR20 | Klaviyo Integration,High,Matthew Martin,Awaiting Approval,0,"""Change request""",06:00,,,Post Launch Tasks,,
CR21 | Closure Dates Feature,Low,Matthew Martin,Awaiting Approval,0,"""Change request""",20:00,,,Post Launch Tasks,,
Closure Dates,Low,Andrew Morgan,Closed,100,"""Change request""",05:00,,,Post Launch Tasks,,
CR22 | Access to Archived Zone Data,Low,"Paul McAvoy, Alex Warner",Backlog,0,"""Change request""",00:00,,,Post Launch Tasks,,
Users should be able to access archived data from previously created zones,Low,Andrew Morgan,Closed,100,"""Change request""",00:00,,,Post Launch Tasks,,
CR23 | Per location zone allocation which would override package limit,None,"Paul McAvoy, Alex Warner",Backlog,0,"""Change request""",00:00,,,Post Launch Tasks,,
CR24 | Allow the Standard Plan to Add Extra Zones,High,Matthew Martin,Awaiting Approval,0,"""Change request""",00:00,,,Post Launch Tasks,,
CR25 | iPad & Tablet Support,High,"Paul McAvoy, Matthew Martin",Open,0,"""Change request""",00:00,,,Post Launch Tasks,,
CR26 | Training Statistics,None,Unassigned User,Backlog,0,"""Change request""",08:00,,,Post Launch Tasks,,
Update Sales site when site properly launched,None,Kasia Borzecka,In Review,0,,00:00,,,Post Launch Tasks,,
Convert pre registration form to Book a Demo,None,"Kasia Borzecka, Matthew Martin",In Review,0,,00:00,,,Post Launch Tasks,,
Link to registration on app instead of pre registration from footer,None,Kasia Borzecka,In Review,0,,00:00,,,Post Launch Tasks,,
Change pre register links in header to point to app registration,None,Kasia Borzecka,In Review,0,,00:00,,,Post Launch Tasks,,
Get started link in header needs redirected,None,Kasia Borzecka,In Review,0,,00:00,,,Post Launch Tasks,,
Update pricing table package links,None,Kasia Borzecka,In Review,0,,00:00,,,Post Launch Tasks,,
Update get started banner to point to app registration,None,Kasia Borzecka,In Review,0,,00:00,,,Post Launch Tasks,,
"CR27 | Add ""risk assessment review"" into events filter on dashboard",None,Unassigned User,Backlog,0,"""Change request""",00:00,,,Post Launch Tasks,,
CR28 | Download risk assessments and completed checklists as PDFs,None,Andrew Morgan,In Review,0,"""Change request""",03:00,,,Post Launch Tasks,,
CR29 | Export of current users and companies,None,Unassigned User,Backlog,0,"""Change request""",00:00,,,Post Launch Tasks,,
Training access for team members,None,Unassigned User,To Do,0,"""Change request""",00:00,,,Post Launch Tasks,,
Import Staff,None,Andrew Morgan,In Review,0,,10:00,,,Post Launch Tasks,,
Docker setup,None,Andrew Morgan,Closed,100,,00:00,,,Phase 1 - Scaffold and Skeleton Dashboard,,
Purchase Laravel Spark License,None,"Craig McCreath, Andrew Morgan",Closed,100,,00:00,,,Phase 1 - Scaffold and Skeleton Dashboard,,
Security & Identifiers,None,Andrew Morgan,Closed,100,,00:00,,,Phase 1 - Scaffold and Skeleton Dashboard,,
" Implement secure, non-sequential record identifiers",None,Andrew Morgan,Closed,100,,00:00,,,Phase 1 - Scaffold and Skeleton Dashboard,,
"Implement UUIDs for primary keys (locations, zones, issues, checklists)",None,Andrew Morgan,Closed,100,,00:00,,,Phase 1 - Scaffold and Skeleton Dashboard,,
System Fundamentals,None,Andrew Morgan,Closed,100,,00:00,,,Phase 1 - Scaffold and Skeleton Dashboard,,
" Implement ""soft delete"" functionality",None,Andrew Morgan,Closed,100,,00:00,,,Phase 1 - Scaffold and Skeleton Dashboard,,
" Store checklists, tasks, and issues indefinitely",None,Andrew Morgan,Closed,100,,00:00,,,Phase 1 - Scaffold and Skeleton Dashboard,,
User Management & Roles,None,Andrew Morgan,Closed,100,,00:00,,,Phase 1 - Scaffold and Skeleton Dashboard,,
 Implement Staff role,None,Andrew Morgan,Closed,100,,00:00,,,Phase 1 - Scaffold and Skeleton Dashboard,,
 Enable Super Users to impersonate managers,None,Andrew Morgan,Closed,100,,00:00,,,Phase 1 - Scaffold and Skeleton Dashboard,,
 Implement Manager role,None,Andrew Morgan,Closed,100,,00:00,,,Phase 1 - Scaffold and Skeleton Dashboard,,
 Implement Super User role,None,Andrew Morgan,Closed,100,,00:00,,,Phase 1 - Scaffold and Skeleton Dashboard,,
Subscription Management,None,Andrew Morgan,Closed,100,,00:00,,,Phase 2 - Super User Dashboard,,
Subscription sign up and registration,None,Andrew Morgan,Closed,100,,00:00,,,Phase 2 - Super User Dashboard,,
Add opening times of locations,None,Andrew Morgan,Closed,100,,00:00,,,Phase 2 - Super User Dashboard,,
Manage Teams,None,Andrew Morgan,Closed,100,,00:00,,,Phase 2 - Super User Dashboard,,
List all teams,None,Andrew Morgan,Closed,100,,00:00,,,Phase 2 - Super User Dashboard,,
Grant unrestricted access,None,Andrew Morgan,Closed,100,,00:00,,,Phase 2 - Super User Dashboard,,
Manage Users,None,Andrew Morgan,Closed,100,,00:00,,,Phase 2 - Super User Dashboard,,
Edit a user’s details including Company and Role.,None,Andrew Morgan,Closed,100,,00:00,,,Phase 2 - Super User Dashboard,,
"Company name should be editable under ""Profile Information"" section.",None,Andrew Morgan,Closed,100,,00:00,,,Phase 2 - Super User Dashboard,,
Delete a user.,None,Andrew Morgan,Closed,100,,00:00,,,Phase 2 - Super User Dashboard,,
View and filter (by name / company / email) a list of all users on the system,None,Andrew Morgan,Closed,100,,00:00,,,Phase 2 - Super User Dashboard,,
Zone Management,None,Andrew Morgan,Closed,100,,00:00,,,Phase 2 - Super User Dashboard,,
Zone Selection,None,Andrew Morgan,Closed,100,,00:00,,,Phase 2 - Super User Dashboard,,
User Login & Authentication,None,Andrew Morgan,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
 Implement password reset functionality,None,Andrew Morgan,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
 Implement email & password login check,None,Andrew Morgan,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
User Registration,None,Andrew Morgan,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
 Implement email verification requirement before login,None,Andrew Morgan,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
 Assign user to a Team based on company name,None,Andrew Morgan,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
" Collect user name, company name, email, and password",None,Andrew Morgan,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
Manage Dashboard Post-Login Flow,None,Andrew Morgan,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
 Redirect to Dashboard if only one location exists,None,Andrew Morgan,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
 Handle multi-location selection,None,Andrew Morgan,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
 Redirect to previous URL if user was following a link,None,Andrew Morgan,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
 Redirect to onboarding if not completed or no active subscription,None,Andrew Morgan,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
Dashboard Access & Features,None,Andrew Morgan,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
 Create a restricted Super User dashboard,None,Andrew Morgan,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
Sidebar,None,Paul McAvoy,Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,
Onboarding,None,"Paul McAvoy, Dmitrijs Smirnovs",Closed,100,,00:00,,,Phase 4 - Manager Dashboard,,

,,,,,,234:00,,,,,
